Bekasi -6.249 106.997
Bogor -6.5971 106.806
Depok -6.3889 106.8301
Depok_Baru -6.3911 106.8216
Jakarta_Barat -6.1683 106.7588
Jakarta_Pusat -6.1865 106.8296
Jakarta_Selatan -6.269 106.806
Jakarta_Timur -6.2454 106.9004
Tangerang -6.1783 106.6319
Tangerang_Selatan -6.2889 106.7181
